Pope (BUR),96,gk
Forster (SOU),523,gk
Alexander-Arnold (LIV),259,def
Stones (MCI),273,def
Cancelo (MCI),277,def
Cresswell (WHU),435,def
Dawson (WHU),576,def
Maddison (LEI),231,mid
Gündogan (MCI),271,mid
Fernandes (MUN),302,mid
Son (TOT),390,mid
Lingard (WHU),301,mid
Lacazette (ARS),6,fwd
Maupay (BHA),68,fwd
Ings (SOU),366,fwd
