Pope (BUR),96,gk
Forster (SOU),523,gk
Alexander-Arnold (LIV),259,def
Stones (MCI),273,def
Cancelo (MCI),277,def
Cresswell (WHU),435,def
Dawson (WHU),576,def
Mount (CHE),120,mid
Gündogan (MCI),271,mid
Fernandes (MUN),302,mid
Jota (LIV),468,mid
Lingard (WHU),301,mid
Lacazette (ARS),6,fwd
Maupay (BHA),68,fwd
Richarlison (EVE),166,fwd
