Martínez (AVL),12,gk
Martin (WHU),429,gk
Bellerín (ARS),11,def
Chilwell (CHE),232,def
Balbuena (WHU),443,def
Kilman (WOL),470,def
Ait Nouri (WOL),563,def
Grealish (AVL),37,mid
Ziyech (CHE),114,mid
Fernandes (MUN),302,mid
Son (TOT),390,mid
Fornals (WHU),450,mid
Bamford (LEE),202,fwd
Wilson (NEW),506,fwd
Kane (TOT),388,fwd
