Pope (BUR),112,gk
Foster (WAT),376,gk
Chilwell (CHE),135,def
Digne (EVE),168,def
Alexander-Arnold (LIV),237,def
Wan-Bissaka (MUN),288,def
Doherty (TOT),360,def
Mount (CHE),138,mid
Zaha (CRY),154,mid
Maddison (LEI),212,mid
Barnes (LEI),215,mid
Ward-Prowse (SOU),341,mid
Aubameyang (ARS),4,fwd
Vardy (LEI),205,fwd
Jiménez (WOL),430,fwd
