Schmeichel (LEI),217,gk
Martin (WHU),429,gk
Konsa (AVL),46,def
Thomas (LEI),240,def
Robertson (LIV),255,def
Stevens (SHU),347,def
Doherty (TOT),457,def
Grealish (AVL),37,mid
Mount (CHE),120,mid
Zaha (CRY),141,mid
Pérez,229,mid
Salah (LIV) ,254,mid
Abraham (CHE),118,fwd
Lacazette (ARS),6,fwd
Calvert-Lewin (EVE),164,fwd
